age,temp,race,capitalgain,capitalloss,hoursperweek,income,sex_1
17,271837,4,0,0,16,0,1
40,400061,3,0,0,40,1,1
18,62972,4,0,0,16,0,1
21,174907,4,0,0,32,0,0
41,176452,4,0,0,40,0,1
46,268358,4,0,0,40,0,0
55,176904,4,0,0,40,0,1
27,176683,4,0,0,52,0,1
39,98077,4,0,0,42,0,1
36,266461,2,0,0,48,0,1
51,312477,4,3908,0,40,0,1
27,604045,4,0,0,40,0,1
30,131568,4,0,0,40,1,1
42,97688,4,0,0,47,0,1
23,373628,4,0,0,20,0,0
56,367984,4,15024,0,40,1,1
41,193459,4,0,0,50,0,1
49,250733,4,0,0,46,0,1
46,199725,0,0,0,60,0,0
54,156877,4,0,0,40,0,1
38,122076,4,7298,0,43,1,1
45,216402,1,0,0,50,1,1
50,42402,4,0,2415,30,1,1
22,315974,4,0,0,40,0,0
31,63437,4,0,0,40,0,1
27,160786,4,0,0,30,0,1
34,85374,4,0,0,40,0,1
46,465974,4,0,0,30,0,1
47,78529,4,0,0,60,1,1
36,98037,1,0,0,40,0,1
22,178390,4,0,0,40,0,1
51,210940,4,0,2002,45,0,1
43,64506,4,0,0,30,0,1
54,128378,4,0,0,50,0,1
24,234460,2,0,0,40,0,0
29,176760,1,0,0,55,0,1
40,59460,4,0,0,38,0,0
18,234428,4,0,0,20,0,1
31,215047,4,0,0,50,0,1
57,140426,4,0,1977,40,1,1
32,191777,2,0,0,40,0,0
48,148995,4,0,0,40,1,1
24,229773,4,0,0,35,0,1
24,174461,4,0,0,22,0,0
24,250647,4,0,0,40,0,1
49,119904,4,7688,0,30,1,0
27,151402,4,0,1573,70,0,1
37,184556,4,0,0,40,0,0
33,263561,4,0,0,60,1,1
19,177945,4,0,0,25,0,1
45,306889,4,0,0,40,1,0
54,54377,4,0,0,40,0,0
47,144351,4,0,625,40,0,1
22,95566,3,0,0,22,0,0
20,181675,4,0,0,40,0,1
36,172129,4,0,0,40,0,1
49,350759,4,0,0,40,0,1
58,105592,4,0,0,40,1,1
20,200061,4,0,0,40,0,0
34,200689,4,0,0,40,0,0
36,386726,4,0,1977,44,1,0
28,135567,2,4101,0,60,0,0
38,282753,4,0,0,40,0,1
32,137367,1,0,0,40,0,1
35,153976,4,0,0,60,0,1
51,96062,4,0,0,60,0,1
33,152933,4,0,0,45,0,1
71,97870,4,0,0,15,0,0
48,254291,4,0,0,40,1,1
53,101432,4,0,0,50,0,1
40,125776,4,0,0,40,1,1
64,165479,4,0,0,5,0,1
42,172307,4,0,0,48,1,1
25,176729,4,0,0,40,1,1
66,174276,4,0,0,50,1,0
59,48102,4,0,0,40,1,0
42,79531,4,0,0,55,1,1
24,306460,4,0,0,40,0,1
19,55284,4,0,0,25,0,0
26,172063,4,0,0,24,0,0
22,141028,2,0,0,30,0,1
33,37274,4,0,0,40,0,1
63,31389,4,0,0,12,0,1
20,415913,4,0,0,30,0,1
33,295591,4,0,0,40,0,1
57,202903,4,1173,0,45,0,0
56,159770,4,0,0,40,0,1
70,268832,4,0,0,24,1,1
42,126003,4,0,0,40,1,1
25,225193,2,0,0,40,0,0
28,297735,4,0,0,40,1,1
80,225892,4,1409,0,40,0,1
36,605502,2,0,0,40,0,0
37,174150,4,0,0,40,1,1
38,165466,4,0,0,60,1,1
52,189728,4,0,0,35,0,0
49,360491,4,0,0,40,0,0
30,115040,4,0,0,40,0,1
36,262688,2,7688,0,50,1,1
70,158437,4,0,0,35,1,1
55,41108,4,0,2258,62,1,1
25,149875,4,0,0,40,0,0
59,131916,4,0,0,40,1,0
22,60668,4,0,0,40,0,1
41,153132,4,0,0,50,0,1
62,155256,4,0,0,45,1,1
54,244770,4,0,0,40,0,0
38,312108,2,0,0,40,0,0
52,102828,4,7688,0,40,1,1
36,93225,4,0,0,40,0,1
74,231002,4,0,0,30,1,1
35,256992,4,0,0,15,0,0
41,118721,0,0,0,40,0,1
30,151989,4,0,0,40,0,0
25,109112,4,0,0,48,0,1
35,589809,4,13550,0,60,1,1
38,172538,4,15024,0,50,1,1
34,318982,4,0,1848,40,1,1
48,204629,4,0,0,50,1,1
50,99894,1,0,0,15,0,0
19,369463,4,0,0,40,0,0
51,79324,4,0,0,40,0,1
39,61178,4,0,0,40,0,1
20,204226,4,0,0,40,0,0
17,183110,4,0,0,16,0,1
42,96321,4,0,0,50,1,1
25,167031,3,0,0,25,0,0
36,108997,4,0,0,40,0,0
65,176796,4,0,0,40,0,0
32,134737,4,0,0,70,1,1
33,49795,4,0,0,45,0,1
32,131588,2,0,0,20,0,0
25,307643,4,0,0,40,0,1
41,351350,4,0,0,40,0,0
44,260761,4,0,0,40,1,1
72,156310,4,2414,0,12,0,1
36,207789,4,0,0,52,0,1
67,252842,4,1797,0,20,0,1
28,294936,4,4064,0,45,0,1
24,196269,3,0,0,40,0,1
17,46402,4,0,0,8,0,1
32,267161,2,0,0,30,0,0
67,160456,4,0,0,40,0,0
21,123983,1,0,0,10,0,1
51,123053,1,5013,0,40,0,1
32,426467,4,3674,0,40,0,1
39,269323,4,0,0,40,1,1
18,42857,4,0,0,35,0,0
50,183915,4,0,0,45,1,1
24,211391,4,0,0,15,0,0
21,193130,4,0,0,40,0,0
24,86745,1,0,0,16,0,0
34,226525,4,0,0,40,0,1
68,270339,4,0,0,35,0,1
49,343742,2,0,0,32,0,1
50,150975,0,0,0,40,0,0
33,207301,4,0,0,40,0,0
18,135924,4,0,0,40,0,1
45,184277,4,0,0,55,1,0
20,142233,4,0,0,35,0,0
46,120902,4,3103,0,37,1,1
64,158412,4,0,0,40,0,0
39,126161,4,0,0,45,0,1
35,149347,4,0,0,70,0,1
21,322674,4,0,0,32,0,1
29,55390,4,0,0,45,0,1
38,200904,2,0,0,30,1,0
45,166056,4,0,0,40,0,0
30,116666,1,0,0,50,1,1
41,168324,4,0,0,40,1,0
37,121772,1,0,0,40,0,1
45,126889,4,0,1887,60,1,1
20,401690,4,0,0,30,0,0
45,117605,4,0,0,48,1,1
20,410446,4,0,0,20,0,1
63,38472,4,14084,0,60,1,0
35,335704,4,0,0,40,0,1
24,70261,4,0,0,50,0,1
19,47577,4,0,0,50,0,1
23,117767,4,0,0,35,0,1
34,179641,4,0,0,45,0,0
23,343553,2,0,0,40,0,1
36,328466,4,0,0,50,1,1
46,265097,4,0,0,5,0,1
38,414791,4,0,0,42,1,1
55,48055,4,0,0,40,0,0
27,341672,1,0,0,40,0,1
48,266764,4,0,0,45,1,1
35,233571,4,0,0,50,0,0
53,126592,2,7688,0,40,1,1
47,70754,4,0,0,40,0,1
50,138852,4,4650,0,22,0,1
32,175856,4,0,0,40,0,1
40,193494,4,0,0,46,0,1
41,104334,4,0,0,50,1,1
47,197332,4,0,0,40,0,1
21,205844,2,0,0,25,0,0
45,206459,4,0,0,35,0,1
33,202822,2,0,0,14,0,0
68,174695,4,0,0,25,0,0
44,183342,4,0,0,55,1,1
49,105614,4,0,0,50,0,1
45,329603,4,0,0,40,1,1
41,77373,4,0,1848,65,1,1
29,207473,4,0,0,40,0,1
46,149161,1,0,0,60,0,1
19,311974,4,0,0,25,0,1
56,175127,4,0,0,40,0,1
55,111625,4,0,0,60,0,1
29,48895,4,0,0,50,0,1
21,27049,4,0,0,25,0,0
38,108907,4,0,0,40,0,1
52,94988,4,0,0,50,0,1
22,218343,4,0,0,40,0,0
20,227626,4,0,0,60,0,1
31,272856,2,0,0,50,0,1
39,30916,4,0,0,40,0,1
55,276229,4,0,0,40,0,0
35,289106,4,0,0,40,0,1
67,39100,4,0,0,5,0,0
45,192776,4,7298,0,55,1,1
61,147280,4,0,0,60,1,1
18,187770,4,0,0,30,0,1
51,213296,4,0,0,40,0,1
37,107410,4,0,0,40,0,1
21,170272,4,0,0,25,0,0
32,86808,4,0,0,38,0,0
48,149210,2,0,0,45,0,1
62,123411,4,0,0,53,0,1
21,306779,4,0,0,40,0,1
28,487347,4,0,0,45,0,1
19,283945,4,0,1602,45,0,1
20,375698,4,0,0,15,0,0
41,271753,4,0,0,40,0,1
29,251854,2,0,0,40,0,0
47,264052,4,15024,0,50,1,1
43,28451,4,0,0,37,1,1
20,282604,4,0,0,20,0,1
29,185908,2,0,0,55,1,1
51,198186,2,0,0,40,0,0
40,242521,4,0,0,40,1,1
26,337940,4,0,0,40,0,1
30,212064,4,0,0,40,0,0
36,129263,4,0,0,40,0,0
68,144761,4,0,1668,20,0,1
42,109912,4,0,0,40,1,0
41,113324,4,0,0,40,0,1
43,187795,4,0,0,45,1,1
20,173724,4,0,0,20,0,1
43,185129,4,0,0,40,0,1
53,73134,4,15024,0,60,1,1
45,236040,4,0,0,40,1,1
39,74194,4,0,0,40,0,1
31,102130,4,0,0,45,0,1
23,140915,1,0,0,25,0,1
69,107575,4,2964,0,35,0,0
38,34364,4,0,0,40,0,0
37,258037,4,0,0,45,1,1
18,391585,4,0,0,40,0,0
41,233130,4,0,0,45,0,1
30,101345,4,3103,0,55,1,0
23,32897,4,0,0,20,0,1
26,248612,4,0,0,30,0,1
37,212465,4,0,0,40,0,1
25,198587,2,2174,0,50,0,0
33,405913,4,0,0,40,1,1
37,588003,4,15024,0,40,1,1
31,46807,4,0,0,40,0,1
27,210498,4,0,0,80,0,1
35,206951,4,0,0,40,1,1
28,237466,4,0,0,30,1,0
59,279636,4,0,0,50,0,1
42,29320,4,0,0,40,0,1
50,271262,4,0,0,40,1,1
27,29361,4,0,0,45,0,0
32,76773,4,0,0,40,0,0
27,109004,2,0,0,40,0,1
43,226902,4,0,0,40,0,1
46,176552,0,0,0,40,1,1
41,182303,4,0,0,50,1,1
59,296253,4,8614,0,60,1,0
20,218215,4,0,0,30,0,0
57,165695,4,0,0,40,1,1
46,51271,4,4386,0,70,0,1
45,96100,2,0,0,40,0,1
29,82393,1,0,1590,45,0,1
23,248978,4,0,0,40,0,1
46,254367,4,0,1590,48,0,1
55,200235,4,0,0,50,1,1
58,94429,4,0,0,40,1,1
38,87282,1,0,0,40,0,0
29,119793,4,0,0,50,0,1
57,85815,1,0,0,20,0,1
26,197764,4,0,0,40,0,0
42,306982,1,0,0,40,1,1
61,80896,1,0,0,45,1,1
31,197886,4,15024,0,45,1,1
43,355728,4,0,0,40,0,1
47,121124,4,15024,0,50,1,1
51,193720,4,0,0,56,1,1
23,347292,4,0,0,40,0,1
24,34506,4,0,0,40,0,0
25,326370,4,0,0,38,0,1
22,269221,4,0,0,40,0,1
38,63509,4,0,0,50,0,1
48,148254,4,0,0,16,1,0
33,190511,4,0,0,30,0,1
46,268022,4,0,0,55,1,1
18,20057,1,0,0,40,0,0
52,206862,4,0,0,40,0,1
46,189498,4,0,1848,45,1,1
28,166320,4,0,0,40,0,1
37,289886,1,0,0,30,0,1
23,86337,4,0,0,15,0,0
45,54190,4,0,0,50,1,1
17,147069,4,0,0,16,0,0
56,282023,4,0,0,40,1,1
38,379485,4,0,0,45,0,1
81,129338,4,0,0,10,0,1
22,99829,4,0,0,30,0,0
43,182254,4,0,0,40,0,0
31,109428,4,0,1740,40,0,0
42,351161,4,0,1887,40,1,1
66,210750,4,0,0,50,0,1
50,132716,4,0,0,40,1,1
31,242984,4,0,0,40,0,1
35,101509,4,0,0,40,0,0
21,509629,4,0,0,35,0,0
36,119957,2,0,0,35,0,0
33,69727,4,0,0,40,0,1
36,204590,2,0,213,40,0,0
37,50862,4,0,0,55,0,1
50,182907,4,0,0,25,0,1
55,206487,4,0,0,40,1,1
29,168015,4,0,0,40,0,0
24,149396,2,0,0,30,0,0
39,184964,4,0,0,40,1,1
34,398988,4,0,0,40,0,1
29,128777,4,0,0,55,0,0
60,252413,3,0,0,32,1,1
33,181372,4,0,0,50,1,0
58,216851,4,0,0,40,0,1
27,106935,4,0,0,40,0,1
46,363875,0,0,0,40,0,0
63,287277,4,0,0,40,0,1
38,172342,4,0,0,40,0,0
23,308498,4,0,0,15,0,1
29,122127,4,8614,0,40,1,0
31,106437,4,0,0,60,1,0
49,306289,4,0,0,40,1,1
45,201699,4,0,0,60,1,1
42,282062,4,0,0,40,0,1
48,235108,4,0,0,40,0,1
33,339482,4,0,0,40,0,1
24,181820,4,0,0,40,0,1
49,99335,4,0,0,50,0,1
40,367533,4,2580,0,40,0,1
57,64960,4,0,1902,45,0,1
50,269095,4,0,0,40,0,0
46,58683,4,15024,0,55,1,1
35,89508,4,3908,0,60,0,1
19,100999,4,0,0,20,0,0
18,34125,4,0,0,28,0,0
20,115057,4,0,0,40,0,1
42,139126,4,0,0,40,0,1
46,104632,1,0,0,40,1,1
40,178866,4,0,0,20,1,0
54,139850,1,0,0,45,1,1
28,61435,4,0,0,45,0,1
38,309230,4,0,0,40,1,1
28,45613,4,0,0,40,0,0
22,272615,4,0,0,40,0,1
31,54318,4,0,0,50,1,1
27,165519,4,0,0,40,0,1
45,48495,4,0,0,42,1,1
38,143123,4,0,0,40,1,1
67,431426,4,20051,0,4,1,0
75,256474,4,0,0,16,0,1
41,191451,2,0,0,60,1,0
37,99146,4,0,0,60,1,1
47,235986,4,0,0,50,0,0
34,429897,4,0,0,45,1,1
25,189897,4,0,0,40,0,1
52,145155,4,0,0,40,0,0
27,192257,4,2174,0,40,0,1
35,194960,3,0,0,40,0,1
44,357814,4,0,0,35,0,0
27,137629,4,0,0,80,1,1
42,156526,4,0,0,33,0,1
26,189238,4,0,0,38,0,0
23,202989,4,0,0,40,0,1
28,25684,0,0,0,40,0,0
38,192939,4,0,0,50,0,1
28,138692,4,0,0,50,0,1
29,222249,4,0,0,40,0,0
56,201318,4,3411,0,50,0,1
23,190650,1,0,0,35,0,1
30,56004,2,0,0,40,0,0
48,182313,4,0,0,40,0,1
45,138962,1,0,0,72,0,1
38,277248,4,0,0,60,1,1
24,125031,4,0,0,40,0,1
47,216414,4,0,0,40,1,1
22,171176,4,0,0,48,0,0
29,356133,4,0,0,40,0,0
45,185397,4,0,0,40,0,1
24,308285,4,0,0,40,0,1
40,56651,4,0,0,40,0,1
28,154863,2,0,0,40,1,1
46,44706,4,0,0,50,1,0
34,222548,4,0,0,4,0,0
32,248754,4,0,0,40,0,1
20,104981,4,0,0,40,0,1
23,315065,4,0,0,35,0,1
46,188325,4,0,0,40,0,1
21,221661,4,0,0,35,0,0
59,81973,1,0,0,40,1,1
31,169122,4,0,0,50,0,1
48,216734,4,0,0,40,0,0
34,98101,4,0,0,40,0,1
19,292511,4,0,0,25,0,1
20,122971,4,0,0,35,0,1
29,124953,4,0,0,50,0,1
54,123011,4,0,0,40,1,1
36,76417,4,0,0,52,0,1
43,351576,4,0,0,50,1,1
46,33794,4,3103,0,40,1,1
33,79923,4,0,0,45,1,1
33,117983,4,0,0,45,0,0
36,186110,4,0,0,40,0,1
37,187589,4,5178,0,40,1,1
37,319685,4,0,0,54,1,1
64,64101,4,0,0,24,0,1
45,162923,4,0,0,60,0,1
25,288519,4,0,0,40,0,0
28,33798,4,0,0,40,0,1
26,195734,4,2354,0,40,0,0
23,214120,4,0,0,40,0,1
24,113515,4,0,0,40,0,0
58,261230,4,0,0,40,0,0
36,98515,4,0,0,40,0,0
46,187715,4,0,0,50,0,1
23,214238,4,0,0,40,0,0
32,123964,4,4386,0,50,0,1
26,68991,2,0,0,40,0,1
52,292110,4,0,0,40,0,0
19,198320,4,0,0,45,0,0
33,709798,4,0,0,60,1,1
60,372838,4,0,0,40,0,1
39,160402,4,0,0,38,0,1
45,98475,4,0,0,45,0,1
37,97136,2,0,0,40,0,0
29,136985,4,0,0,40,0,1
53,187356,4,0,0,66,0,1
46,107231,4,0,1740,40,0,1
20,305874,4,0,0,40,0,1
39,290922,4,0,0,40,0,0
48,248254,4,7298,0,40,1,0
38,160808,2,4386,0,48,0,1
36,247321,4,0,0,45,0,1
53,247651,2,0,0,56,0,0
29,214702,4,0,1974,35,0,1
64,75577,4,2580,0,50,0,1
34,561334,4,0,0,50,1,1
36,224886,4,0,0,40,0,1
41,401134,4,0,0,40,0,0
34,258170,4,0,0,38,0,0
68,141181,4,0,0,2,0,1
37,292370,3,0,0,50,1,1
22,300871,4,0,0,40,0,1
43,136721,4,0,0,40,0,1
19,140399,4,0,0,30,0,0
36,109133,4,0,0,40,0,1
47,186534,4,0,0,55,1,1
25,226891,1,0,0,40,0,0
33,241885,4,0,0,40,0,1
27,97165,4,0,0,40,0,0
33,212918,4,0,0,70,0,1
24,211585,4,0,0,40,0,0
47,178309,4,0,0,40,0,0
48,481987,4,0,0,40,0,1
28,215211,4,0,0,50,0,1
33,194901,4,0,0,40,1,1
44,340885,4,0,1977,40,1,1
33,190290,4,0,0,56,0,1
26,188569,4,0,0,25,0,0
22,162282,4,0,0,40,0,1
34,287315,4,0,0,55,1,1
31,304212,4,0,0,45,0,1
73,200878,4,0,0,15,0,0
38,256864,4,0,0,40,0,1
51,46401,4,0,0,40,1,0
36,37778,4,0,0,40,0,1
29,191722,4,7688,0,54,1,1
64,103643,4,0,0,15,1,1
24,143766,4,0,0,55,0,1
21,204425,4,0,0,20,0,0
28,156257,4,0,0,60,1,1
18,113185,4,0,0,25,0,1
41,112262,4,0,0,50,0,1
17,28031,4,0,0,16,0,1
58,320102,4,0,0,50,1,1
50,334273,4,0,0,8,0,1
30,356015,0,0,0,40,0,1
47,278900,4,0,0,40,0,1
24,142528,4,0,0,20,0,1
50,343014,2,0,0,40,0,1
29,201017,4,0,0,55,0,1
31,81030,4,0,0,40,1,1
40,34007,4,0,0,70,1,1
31,29662,4,0,0,60,0,0
53,347446,2,0,0,40,0,1
33,90668,4,0,0,40,0,0
43,190403,4,0,0,40,0,1
56,109015,4,7688,0,50,1,0
38,234807,4,0,0,50,1,0
18,157131,4,0,0,30,0,0
50,94081,4,0,0,40,1,1
78,135566,4,2329,0,12,0,0
27,103164,4,0,0,40,0,1
19,570002,4,0,0,25,0,0
24,215797,4,0,0,40,0,0
20,289405,4,0,1602,15,0,1
25,239461,4,0,0,35,0,1
34,101510,4,0,0,50,1,0
30,443546,4,0,0,35,0,1
37,141029,4,0,0,40,0,0
38,207202,4,0,0,48,1,1
67,137192,1,0,0,12,0,1
35,222989,4,0,0,30,0,1
75,36325,4,0,0,30,0,1
47,73394,4,0,0,50,0,0
23,249046,4,0,0,40,0,1
51,100653,4,0,0,8,0,0
42,1125613,2,0,0,40,0,1
32,101352,4,0,0,32,1,0
54,340476,4,0,0,35,0,0
20,192711,4,0,0,40,0,0
39,273362,4,0,0,40,1,1
41,100451,4,7688,0,38,1,1
35,85399,4,0,0,40,0,0
45,168191,4,0,0,35,1,1
27,153475,4,0,0,40,0,0
61,196773,4,0,0,30,1,1
41,180138,4,0,0,50,0,1
22,48347,4,0,0,40,0,1
55,175071,2,15024,0,40,1,1
66,129476,4,0,0,6,0,1
25,181772,4,0,0,40,0,1
20,284317,4,0,0,35,0,0
20,237305,2,0,0,35,0,0
67,111321,4,0,0,16,0,1
44,278476,4,0,0,60,1,1
42,39060,4,0,0,60,1,1
29,205262,3,0,0,40,0,1
48,198000,4,0,0,38,1,0
25,397962,2,0,0,40,0,0
31,178370,4,0,0,99,1,0
48,121253,4,0,2472,70,1,0
40,56072,4,0,0,20,0,1
26,176756,4,0,0,40,0,1
28,60374,4,0,0,35,0,0
52,165681,4,0,0,40,1,1
41,287037,4,0,0,40,0,1
39,55568,4,0,0,50,0,0
48,155509,2,0,0,16,0,0
19,201178,4,0,0,30,0,0
27,37250,4,0,1651,40,0,1
59,314149,4,0,1740,50,0,1
19,264593,4,0,0,40,0,1
32,159589,4,0,0,50,0,1
39,454915,4,0,0,40,0,1
33,285131,4,0,0,40,0,1
38,150057,4,0,0,40,0,1
27,55390,4,0,0,45,0,1
23,314894,4,0,0,45,0,0
59,184948,4,0,0,48,0,1
25,124483,1,0,0,20,0,1
37,97986,4,0,0,68,0,1
31,210562,4,0,0,65,0,1
24,233280,4,0,0,37,0,0
53,164300,4,0,0,38,0,0
26,227489,2,0,0,40,0,1
25,263773,4,0,0,40,1,0
59,96459,4,0,0,40,0,1
39,116608,4,0,0,40,0,0
28,180007,4,0,0,40,0,1
22,305466,4,0,0,40,0,1
20,238917,4,0,0,40,0,1
25,129784,4,0,0,40,0,0
27,367390,4,0,0,50,0,1
20,235691,4,0,0,40,0,1
63,166425,2,0,0,24,0,0
43,160369,4,0,0,25,0,1
39,206298,4,0,0,40,0,0
27,183523,4,0,0,45,0,1
17,217342,4,0,0,5,0,0
40,141858,4,0,0,72,0,1
50,213296,4,0,0,48,1,1
23,201682,4,0,0,35,0,0
60,178312,4,7298,0,65,1,1
30,269723,4,0,0,40,0,0
24,200593,4,0,0,50,0,1
23,32616,4,0,0,20,0,0
24,259510,4,5013,0,30,0,1
45,271828,4,0,0,20,0,1
58,78104,4,7298,0,60,1,1
22,113703,4,0,0,20,0,1
41,187802,4,0,0,40,0,1
48,440706,4,0,0,40,1,1
31,191834,4,0,0,40,0,1
33,149184,4,0,1977,50,1,1
49,315998,4,0,0,50,0,1
30,159589,4,7688,0,50,1,1
38,60313,4,0,0,40,0,1
58,32855,4,0,0,48,0,1
58,142326,4,0,0,50,0,0
61,201965,4,0,0,40,0,1
58,172333,4,7688,0,40,1,1
32,206541,4,0,0,45,1,1
33,177828,4,0,0,50,0,1
28,303440,4,0,0,50,1,0
22,89991,4,0,0,11,0,0
35,186009,4,0,0,40,1,1
59,170988,4,0,0,55,0,1
45,180239,1,7688,0,40,1,1
50,213654,2,0,0,40,0,1
56,32316,4,0,0,40,0,0
36,150371,4,0,0,40,0,1
18,387871,4,0,0,30,0,1
28,314649,0,0,0,60,0,1
42,240255,2,0,0,40,1,1
60,206339,4,0,0,40,0,1
41,230168,4,0,0,91,0,1
42,171424,4,7298,0,45,1,1
36,148581,4,0,0,55,1,1
52,89705,4,0,0,40,1,1
42,248406,4,0,0,40,0,1
26,72594,4,0,0,55,1,1
31,137537,4,0,0,40,0,0
47,225065,4,0,0,40,0,0
35,217274,4,0,0,50,0,1
19,69151,4,0,0,25,0,1
59,81107,4,0,0,80,1,0
38,205852,4,0,0,40,1,1
36,201117,4,0,0,50,0,1
35,397307,4,0,0,55,0,0
39,115422,4,0,0,30,0,1
64,114994,4,0,0,40,0,1
17,39815,4,0,0,25,0,0
49,151584,4,0,0,32,0,1
19,164938,4,0,0,25,0,0
36,179896,4,3137,0,40,0,0
26,253841,4,0,0,45,0,1
27,177955,4,2176,0,40,0,0
66,113323,4,20051,0,40,1,1
38,320305,4,0,0,40,0,1
25,229287,4,0,0,25,0,0
19,100790,4,0,0,40,0,0
30,331419,4,4787,0,50,1,1
22,171419,1,0,0,40,0,1
60,202226,4,0,0,44,1,1
54,308087,4,0,1977,18,1,1
46,220124,4,0,0,37,0,1
33,31703,4,0,0,40,0,1
51,153908,4,0,0,40,0,0
43,180599,4,15024,0,60,1,1
18,252046,4,0,0,30,0,0
60,160062,4,0,0,25,0,1
39,148443,4,0,0,60,0,1
23,91733,4,3325,0,40,0,0
39,176634,4,0,0,40,0,0
40,74949,4,0,0,40,0,1
48,165484,4,0,0,65,1,1
24,44738,4,0,0,40,0,1
32,130040,4,0,0,40,0,1
31,234537,4,0,0,60,0,1
39,179016,2,0,0,40,0,1
27,335421,4,0,0,40,0,0
45,312678,2,0,0,38,0,1
22,313786,2,0,0,40,0,0
31,198751,1,0,0,40,0,1
63,131519,4,0,0,40,0,0
45,285060,4,0,0,50,1,1
28,189765,4,0,0,50,0,0
23,130905,4,0,0,40,0,0
50,146325,4,0,0,44,1,1
33,102821,4,0,0,40,0,1
22,137876,4,0,0,40,0,1
27,388998,4,13550,0,46,1,1
29,82910,4,0,0,40,0,1
36,309122,4,0,0,35,0,0
60,532845,4,0,0,40,1,1
46,195833,4,0,0,50,0,1
67,98882,4,0,0,40,0,0
20,133515,4,0,0,15,0,0
23,55215,4,0,0,55,0,1
38,176357,4,0,0,50,0,1
60,185836,4,0,0,40,1,1
20,54152,4,0,0,35,0,0
37,212437,2,0,0,48,0,0
37,224566,4,0,0,40,0,1
58,200040,4,0,0,40,0,1
25,41526,4,0,0,30,0,1
27,89598,4,0,0,60,0,0
33,323811,4,0,0,55,0,1
43,30824,4,0,0,40,0,0
21,181096,2,0,0,20,0,1
45,217953,3,0,0,40,0,1
44,222635,2,0,0,40,0,1
52,121942,4,0,0,40,0,1
53,346871,4,4787,0,46,1,1
31,184889,2,0,0,20,0,0
18,101709,1,0,0,15,0,1
20,125010,4,0,0,30,0,0
32,53135,4,0,0,40,0,1
48,498328,2,0,0,40,0,1
46,604380,2,0,0,40,0,1
28,174327,4,0,0,50,0,1
27,357283,2,0,0,40,0,1
18,280728,4,0,0,32,0,0
69,185039,4,9386,0,12,1,1
50,251240,4,0,0,40,1,1
43,143046,4,0,0,40,0,0
32,210541,4,0,0,30,0,0
43,172364,4,0,0,48,0,0
52,138611,4,7688,0,55,1,1
50,176227,4,0,0,40,1,1
35,139647,4,0,0,40,1,0
20,174461,4,0,0,5,0,0
73,123345,4,0,0,65,0,0
46,164427,4,0,0,45,0,0
58,205235,4,0,0,60,1,1
46,192779,4,15024,0,60,1,1
40,163434,4,0,0,50,0,1
25,264055,4,0,0,40,0,1
22,336215,4,0,0,25,0,0
33,78307,4,0,0,40,0,1
49,233059,4,0,0,40,0,1
62,91433,4,0,0,40,0,0
56,157525,2,0,0,48,0,1
24,86065,4,0,0,40,0,0
42,22831,4,0,0,40,0,0
41,180181,4,0,0,40,0,0
23,212617,4,0,0,66,0,1
22,125905,4,0,0,40,0,1
35,336793,4,0,0,40,0,1
42,314649,1,0,0,40,0,1
22,283969,4,0,0,40,0,1
32,35595,4,0,0,50,0,1
25,410240,4,0,0,40,0,1
66,178120,2,0,0,15,0,0
26,294400,4,0,0,38,0,1
46,65353,4,3325,0,55,0,1
55,189719,4,0,0,45,1,1
24,23438,4,0,0,40,0,1
25,178037,4,0,0,40,0,1
22,109815,4,0,0,40,0,0
31,197860,4,0,0,40,0,1
30,271933,4,0,0,40,0,0
54,141663,4,0,0,15,0,1
19,199609,4,0,0,40,0,0
56,92215,4,0,0,40,1,0
47,93449,1,0,0,60,0,1
29,235393,2,0,0,40,0,1
53,151864,4,0,0,40,0,1
22,189277,2,0,0,40,0,0
50,204577,2,0,1902,60,1,1
42,344572,4,0,0,40,1,0
21,265356,4,0,0,40,0,1
36,166880,4,0,0,70,0,0
60,188650,4,0,0,40,1,1
69,213249,4,0,0,25,0,0
31,112627,0,0,0,40,0,1
48,125120,4,0,0,55,0,0
23,60409,4,0,0,40,0,0
24,243190,1,8614,0,40,1,1
47,583755,2,0,0,40,1,1
36,68089,0,0,0,40,0,0
39,306646,4,0,0,50,1,1
22,186573,4,0,0,46,0,0
27,279580,4,10520,0,45,1,1
36,437909,4,0,0,40,0,1
54,420691,4,0,0,40,0,1
33,94193,4,0,0,40,0,0
42,154076,4,7688,0,50,1,1
52,145879,4,0,0,65,0,1
23,208946,4,0,0,32,0,1
33,231826,4,0,0,40,0,1
30,178587,4,0,0,38,0,0
35,213208,2,0,0,38,0,1
35,139770,4,0,0,20,1,0
27,153869,4,0,0,37,0,1
24,88676,4,0,0,35,0,1
44,151089,4,0,0,40,0,1
62,138621,2,0,0,20,0,0
45,30457,4,15024,0,40,1,1
75,213349,4,0,0,20,0,1
47,192776,4,0,0,50,0,1
64,192884,4,0,0,60,0,1
54,103024,4,0,0,42,1,1
41,510072,4,0,0,40,1,1
33,178615,4,0,0,40,0,1
20,249956,4,0,0,10,0,0
51,177705,4,0,0,50,1,1
45,121124,4,0,0,50,1,1
18,25837,4,0,0,72,0,1
43,557349,4,0,0,40,0,1
30,89735,4,0,1504,40,0,1
32,222548,4,0,0,40,0,0
45,47314,4,0,1902,40,1,1
61,316359,4,0,0,40,0,0
21,200089,4,0,0,40,0,1
56,271795,4,0,0,49,0,1
28,31801,4,0,0,60,0,1
